system:index,B11,B12,B2,B3,B4,B8,DEM,LandCover,NDVI,NDVI_StdDev,SOC,VH,VH_ent,VV,VV_contrast,VV_ent,latitude,longitude,.geo
2727,0.2155,0.1558,0.0682,0.10342,0.11615,0.2363,50,40,0.3107158,0.19644731336584081,26.8,-18.335665592380735,3.959335754581117,-10.47424207632285,7574.301488095238,3.9098252416839783,10.794381032801201,79.00121476778617,"{""type"":""MultiPoint"",""coordinates"":[]}"
2728,0.2448,0.1761,0.0688,0.09993333,0.11046667,0.26285,52,40,0.31267217,0.2206766632853629,27.0,-18.63673173461674,4.173511570087691,-10.530696711422303,9986.872817460317,4.13390315976998,10.794381032801201,79.00346055599647,"{""type"":""MultiPoint"",""coordinates"":[]}"
2729,0.2412,0.156,0.06115,0.0964,0.1105,0.2535,51,40,0.3803075,0.1955574883283988,26.4,-16.93619461135441,4.34961558285492,-9.999456177112613,11666.116071428569,4.327610910456191,10.794381032801201,79.00795213241707,"{""type"":""MultiPoint"",""coordinates"":[]}"
2730,0.2111,0.1477,0.052477777,0.08375294,0.0797,0.26747143,52,40,0.5092419,0.14014724962256125,25.7,-16.48495315732096,4.34961558285492,-9.870678372074192,13249.039682539678,4.337237954630635,10.794381032801201,79.01019792062736,"{""type"":""MultiPoint"",""coordinates"":[]}"
2731,0.238875,0.15975,0.05331818,0.0868,0.08415,0.294025,54,40,0.5383278,0.1238636751004471,27.0,-15.391036468648144,4.34961558285492,-9.219351124556947,12709.730158730154,4.345489706780158,10.794381032801201,79.01244370883767,"{""type"":""MultiPoint"",""coordinates"":[]}"
2732,0.2786,0.1742,0.059557144,0.0964,0.08915,0.3055,50,40,0.4292972,0.1877705287114775,25.1,-16.42766819326754,4.353741458929681,-10.65660265166159,11495.834325396825,4.339988538680476,10.794381032801201,79.01693528525827,"{""type"":""MultiPoint"",""coordinates"":[]}"
2733,0.2564,0.1604,0.05715,0.091125,0.0881,0.28312856,49,40,0.47907498,0.20622659620600875,24.8,-16.71293041393941,4.353741458929681,-10.916323794202343,13713.199404761901,4.331736786530953,10.794381032801201,79.02142686167886,"{""type"":""MultiPoint"",""coordinates"":[]}"
2734,0.22463334,0.131,0.04904,0.07585,0.067475,0.28338334,50,40,0.5681164,0.2057303560156916,25.2,-17.392822053003954,4.353741458929681,-11.623419265895656,12446.521825396823,4.331736786530953,10.794381032801201,79.02367264988916,"{""type"":""MultiPoint"",""coordinates"":[]}"
2735,0.2223,0.1345,0.0481,0.072725,0.0811,0.2368,50,40,0.48220986,0.15536930696463075,25.2,-16.6205556885037,4.353741458929681,-10.781802780149484,15979.491071428569,4.331736786530953,10.794381032801201,79.02591843809945,"{""type"":""MultiPoint"",""coordinates"":[]}"
2736,0.1964,0.1071,0.03816,0.05928889,0.04968,0.2642,50,20,0.66578376,0.14726307454558557,24.6,-13.470079872124264,4.353741458929681,-9.063960775396529,17639.30753968254,4.335862662605715,10.794381032801201,79.03041001452006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2737,0.18045,0.0928,0.03637,0.0577,0.044025,0.2703,50,10,0.7122353,0.14329937861973535,25.4,-13.166744254910999,4.353741458929681,-8.275429608727245,14170.365079365078,4.335862662605715,10.794381032801201,79.03265580273036,"{""type"":""MultiPoint"",""coordinates"":[]}"
2738,0.1899,0.10063333,0.036907144,0.05713077,0.0534,0.23656,50,20,0.57632375,0.17301702087623616,27.7,-14.117413210318624,4.353741458929681,-9.507879964875443,13214.13988095238,4.3441144147552375,10.794381032801201,79.03490159094065,"{""type"":""MultiPoint"",""coordinates"":[]}"
2739,0.1852,0.1011,0.0419,0.06746667,0.058875,0.27485,49,40,0.6275187,0.15254686805428389,27.6,-14.387322446344035,4.353741458929681,-8.809309949631272,11656.507936507936,4.3441144147552375,10.794381032801201,79.03714737915095,"{""type"":""MultiPoint"",""coordinates"":[]}"
2740,0.25946668,0.18453333,0.0721,0.1077,0.118666664,0.25932,49,40,0.3609883,0.15866817740694875,27.7,-19.160817299369956,4.34961558285492,-10.820616352860448,8482.525793650793,4.334487370580794,10.794381032801201,79.03939316736125,"{""type"":""MultiPoint"",""coordinates"":[]}"
2741,0.2292,0.15893333,0.063872725,0.09922857,0.11196,0.25582334,47,40,0.3655576,0.1818546349947253,27.8,-17.940053335421993,4.34961558285492,-10.058085266230258,4021.1498015873017,4.3441144147552375,10.794381032801201,79.04163895557156,"{""type"":""MultiPoint"",""coordinates"":[]}"
2742,0.2001375,0.12805,0.059266668,0.0935,0.1027,0.2529,48,40,0.3714245,0.18528229711257724,28.0,-17.235273302426002,4.34961558285492,-9.86543512129364,3432.0089285714294,4.335862662605714,10.794381032801201,79.04388474378185,"{""type"":""MultiPoint"",""coordinates"":[]}"
2743,0.198825,0.12965,0.05985,0.09903333,0.103375,0.2555,47,40,0.3866035,0.19101105424688922,28.0,-18.757716063685358,4.34961558285492,-10.214587271918795,2737.426587301588,4.309732114132224,10.794381032801201,79.04613053199215,"{""type"":""MultiPoint"",""coordinates"":[]}"
2744,0.20565,0.14285,0.065285,0.09758333,0.1072,0.25943333,47,40,0.3882344,0.19490245536256567,28.0,-17.048673892954923,4.34961558285492,-10.123909717453902,2571.9136904761904,4.309732114132224,10.794381032801201,79.04837632020245,"{""type"":""MultiPoint"",""coordinates"":[]}"
2745,0.2294,0.1486,0.0644,0.1016,0.10575,0.25565,48,40,0.3999185,0.1824100573144422,26.5,-18.882143022341644,4.34961558285492,-10.454501687629634,2479.2986111111118,4.319359158306668,10.794381032801201,79.05062210841274,"{""type"":""MultiPoint"",""coordinates"":[]}"
2746,0.275,0.1921,0.0685,0.1117,0.1179,0.2749,48,40,0.37257382,0.1819142946151298,25.5,-19.10937759472852,4.353741458929681,-10.121269522640105,2574.5069444444443,4.311107406157145,10.794381032801201,79.05286789662304,"{""type"":""MultiPoint"",""coordinates"":[]}"
2747,0.24465,0.16495,0.0632,0.10285,0.11415,0.2734,47,40,0.33099955,0.23096803438522343,26.6,-18.902879006644852,4.353741458929681,-10.847239139020408,2776.9940476190473,4.328986202481112,10.794381032801201,79.05511368483334,"{""type"":""MultiPoint"",""coordinates"":[]}"
2748,0.2232,0.1687,0.061,0.0941,0.1103,0.2703,47,40,0.35998368,0.2536564008682783,25.2,-18.57119506586048,4.353741458929681,-11.01734992043777,3172.412698412698,4.341363830705396,10.794381032801201,79.05735947304365,"{""type"":""MultiPoint"",""coordinates"":[]}"
2749,0.29565,0.22745,0.07155,0.111,0.13595,0.3026,47,40,0.28024477,0.2700184022039465,25.4,-17.205551220022137,4.353741458929681,-10.566782187659909,3082.3978174603167,4.32348503438143,10.794381032801201,79.05960526125394,"{""type"":""MultiPoint"",""coordinates"":[]}"
2750,0.284,0.195,0.0663,0.1025,0.1195,0.2764,47,40,0.35769954,0.20912388714346994,26.3,-16.932483069372836,4.345489706780159,-10.048235941129207,2462.2658730158723,4.32348503438143,10.794381032801201,79.06185104946424,"{""type"":""MultiPoint"",""coordinates"":[]}"
2751,0.3203,0.2264,0.0791,0.1243,0.1361,0.3014,48,40,0.33175978,0.19467751715812948,26.4,-18.80287269055751,4.345489706780159,-10.474417421784217,2391.465277777778,4.315233282231907,10.794381032801201,79.06409683767454,"{""type"":""MultiPoint"",""coordinates"":[]}"
2752,0.2344,0.1686,0.0665,0.107,0.1295,0.2638,46,40,0.3084886,0.2504754380981929,26.3,-18.32279477515354,4.345489706780159,-10.385339578434127,2552.1746031746025,4.323485034381429,10.794381032801201,79.06858841409513,"{""type"":""MultiPoint"",""coordinates"":[]}"
2753,0.2442,0.1806,0.0736,0.1166,0.1316,0.2838,46,40,0.370471,0.191162339038932,27.6,-18.115386412663305,4.345489706780159,-10.836864277147168,2643.8164682539677,4.328298556468651,10.794381032801201,79.07083420230543,"{""type"":""MultiPoint"",""coordinates"":[]}"
2754,0.2818,0.2111,0.076,0.1172,0.1273,0.2766,47,40,0.33232093,0.1916976684051785,27.2,-18.602167630307996,4.341363830705397,-10.491075139452992,3274.2251984126965,4.332424432543413,10.794381032801201,79.07307999051574,"{""type"":""MultiPoint"",""coordinates"":[]}"
2755,0.3082,0.2184,0.073,0.1119,0.1266,0.2828,46,40,0.38348946,0.19397189197868983,26.9,-16.86501179311562,4.341363830705397,-10.06210300119154,3778.249999999998,4.3441144147552375,10.794381032801201,79.07532577872604,"{""type"":""MultiPoint"",""coordinates"":[]}"
2756,0.2803,0.1891,0.0769,0.113,0.1305,0.278,46,40,0.30323592,0.20547182758255245,26.1,-19.503050265802294,4.34961558285492,-11.64847577166325,4723.000992063492,4.3303614945060325,10.794381032801201,79.08206314335693,"{""type"":""MultiPoint"",""coordinates"":[]}"
2757,0.2444,0.1692,0.0612,0.0986,0.1032,0.2981,46,40,0.45218244,0.20569482696432823,26.8,-17.92498046058991,4.348927936842459,-9.784101586475943,7484.103174603177,4.325547972418811,10.794381032801201,79.08655471977752,"{""type"":""MultiPoint"",""coordinates"":[]}"
2758,0.2293,0.1487,0.0594,0.0957,0.1008,0.2677,46,40,0.4314721,0.13947853305289604,26.8,-15.676078585293173,4.348927936842459,-9.78414262149764,7596.531746031747,4.322109742356509,10.794381032801201,79.08880050798783,"{""type"":""MultiPoint"",""coordinates"":[]}"
2759,0.1897,0.1148,0.0751,0.116,0.1256,0.2911,44,40,0.35964504,0.21773255314143966,27.3,-16.291650510168083,4.348927936842459,-9.057817985395513,8126.359126984129,4.331736786530953,10.794381032801201,79.09329208440842,"{""type"":""MultiPoint"",""coordinates"":[]}"
2760,0.2622,0.1655,0.0814,0.1186,0.1327,0.3223,44,40,0.35797846,0.23530999007357828,26.9,-18.837346369449712,4.348927936842459,-10.064248486616613,9224.230158730157,4.337237954630635,10.794381032801201,79.09553787261872,"{""type"":""MultiPoint"",""coordinates"":[]}"
2761,0.3122,0.2217,0.0903,0.1353,0.1516,0.3119,44,40,0.35407907,0.1547577869311769,26.9,-18.938601430084226,4.353741458929681,-11.10822680314827,11057.86011904762,4.337237954630635,10.794381032801201,79.09778366082902,"{""type"":""MultiPoint"",""coordinates"":[]}"
2762,0.338,0.2309,0.0811,0.1224,0.1424,0.3016,45,40,0.34232715,0.1694979758377455,27.0,-19.100332293000506,4.353741458929681,-11.009586042712046,10961.99107142857,4.341363830705396,10.794381032801201,79.10002944903933,"{""type"":""MultiPoint"",""coordinates"":[]}"
2763,0.2427,0.1569,0.0709,0.1101,0.1175,0.3095,44,40,0.3885549,0.16722699225743395,27.0,-17.11516999402658,4.353741458929681,-10.707346980011081,14881.725198412696,4.337237954630635,10.794381032801201,79.10452102545992,"{""type"":""MultiPoint"",""coordinates"":[]}"
2764,0.2805,0.1918,0.0698,0.1094,0.1118,0.3089,47,10,0.44631043,0.13351101057968362,30.6,-16.87482982638935,4.34961558285492,-10.513963561513474,14699.974206349201,4.345489706780158,10.794381032801201,79.10676681367022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2765,0.325,0.2328,0.0878,0.1297,0.1496,0.3419,43,40,0.40016037,0.13949296533350233,30.6,-18.67281942262395,4.34961558285492,-11.59582449964373,29061.6875,4.345489706780158,10.794381032801201,79.11125839009081,"{""type"":""MultiPoint"",""coordinates"":[]}"
2766,0.3595,0.2623,0.1088,0.1571,0.1776,0.34,44,40,0.30093744,0.12036885311737563,31.0,-18.489762291177673,4.34961558285492,-11.680721213625358,29090.541666666668,4.353741458929681,10.794381032801201,79.11574996651142,"{""type"":""MultiPoint"",""coordinates"":[]}"
2767,0.3095,0.2099,0.0756,0.1044,0.1186,0.3333,43,10,0.44763994,0.15266541500113723,28.7,-16.92459611728075,4.34961558285492,-10.666525770726,28313.734126984127,4.353741458929681,10.794381032801201,79.1179957547217,"{""type"":""MultiPoint"",""coordinates"":[]}"
2768,0.3237,0.2194,0.0825,0.1189,0.1378,0.3358,44,20,0.386172,0.13181404362559776,29.6,-15.473590415364416,4.332424432543413,-10.05143462178134,33174.25992063492,4.353741458929681,10.794381032801201,79.120241542932,"{""type"":""MultiPoint"",""coordinates"":[]}"
2769,0.3232,0.2307,0.0769,0.1137,0.1276,0.3301,45,10,0.44642857,0.13902331664453826,29.1,-15.87175433274292,4.332424432543413,-9.077224962502092,34505.929563492056,4.353741458929681,10.794381032801201,79.12248733114231,"{""type"":""MultiPoint"",""coordinates"":[]}"
2770,0.2952,0.2084,0.0722,0.1057,0.1079,0.325,47,10,0.49015698,0.1130220670568852,29.7,-14.744341775650298,4.332424432543413,-8.058950166974554,27871.065476190473,4.353741458929681,10.794381032801201,79.12473311935261,"{""type"":""MultiPoint"",""coordinates"":[]}"
2771,0.2695,0.2118,0.0823,0.1079,0.1173,0.282,52,10,0.41375208,0.11496304832444168,30.6,-13.925849052140547,4.332424432543413,-7.413798900831383,33906.34623015873,4.345489706780158,10.794381032801201,79.1292246957732,"{""type"":""MultiPoint"",""coordinates"":[]}"
2772,0.3167,0.2736,0.1194,0.1407,0.1568,0.258,52,50,0.23324022,0.07842595225714095,32.1,-12.846923499526682,4.3441144147552375,-6.557465446303675,52252.836309523795,4.345489706780158,10.794381032801201,79.1382078486144,"{""type"":""MultiPoint"",""coordinates"":[]}"
2773,0.2837,0.2192,0.0652,0.0917,0.1019,0.292,49,50,0.46116766,0.17022406116954472,34.1,-13.199392269467022,4.3441144147552375,-7.250550852481537,53258.39285714284,4.353741458929681,10.794381032801201,79.1404536368247,"{""type"":""MultiPoint"",""coordinates"":[]}"
2774,0.3421,0.2916,0.147,0.1723,0.1871,0.2822,47,50,0.20096746,0.05324558328696596,32.0,-13.660986015629678,4.353741458929681,-6.284183628551139,47740.44246031744,4.353741458929681,10.794381032801201,79.1449452132453,"{""type"":""MultiPoint"",""coordinates"":[]}"
2775,0.342,0.2874,0.1451,0.1715,0.1979,0.2889,45,50,0.19093579,0.040003208296739465,30.6,-14.0385503383428,4.353741458929681,-6.774800775855272,43718.71428571427,4.353741458929681,10.794381032801201,79.1471910014556,"{""type"":""MultiPoint"",""coordinates"":[]}"
2776,0.3018,0.2333,0.0973,0.1378,0.1492,0.3103,41,50,0.32,0.0820908007174045,30.6,-15.980192427018558,4.353741458929681,-8.570869775062132,42745.600198412685,4.353741458929681,10.794381032801201,79.1494367896659,"{""type"":""MultiPoint"",""coordinates"":[]}"
2777,0.3088,0.2261,0.1145,0.1444,0.1429,0.3523,42,40,0.40078843,0.10441316711582481,34.0,-12.416392242490392,4.353741458929681,-6.885025196841753,46489.91865079364,4.353741458929681,10.794381032801201,79.15168257787619,"{""type"":""MultiPoint"",""coordinates"":[]}"
2778,0.2293,0.1414,0.0516,0.0869,0.0772,0.3056,43,10,0.5705851,0.12226246726635857,32.1,-16.104466761997124,4.353741458929681,-9.806686455241511,47060.25694444444,4.353741458929681,10.794381032801201,79.15617415429679,"{""type"":""MultiPoint"",""coordinates"":[]}"
2779,0.2045,0.1213,0.0512,0.0868,0.0734,0.3041,41,10,0.5912917,0.13761493557877463,33.0,-16.492118898615978,4.353741458929681,-10.1724157624333,33718.44742063493,4.34961558285492,10.794381032801201,79.1584199425071,"{""type"":""MultiPoint"",""coordinates"":[]}"
2780,0.1824,0.1152,0.0527,0.0822,0.0795,0.2452,41,10,0.5154512,0.10849567342453113,33.6,-16.506106208778156,4.3441144147552375,-10.148873925253907,26292.794642857145,4.34961558285492,10.794381032801201,79.16066573071738,"{""type"":""MultiPoint"",""coordinates"":[]}"
2781,0.1745,0.1067,0.0477,0.0772,0.066,0.258,41,10,0.5654807,0.11317021962229497,29.2,-15.09079754078309,4.3441144147552375,-9.106133718239187,24990.534722222234,4.34961558285492,10.794381032801201,79.16291151892769,"{""type"":""MultiPoint"",""coordinates"":[]}"
2782,0.2203,0.1253,0.0458,0.0767,0.072,0.3299,40,40,0.6319268,0.12163482354215834,29.3,-15.13876953158671,4.3441144147552375,-9.047816485628918,21889.169642857145,4.344802060767698,10.794381032801201,79.16515730713799,"{""type"":""MultiPoint"",""coordinates"":[]}"
2783,0.2244,0.128,0.0454,0.0741,0.0569,0.3282,39,10,0.6692347,0.18190876324709307,28.8,-14.24005419588362,4.3441144147552375,-8.515348865975518,14514.70932539682,4.340676184692937,10.794381032801201,79.16740309534828,"{""type"":""MultiPoint"",""coordinates"":[]}"
2784,0.18166667,0.103225,0.045771427,0.081,0.07357917,0.29065,40,40,0.49048448,0.2058653822723813,29.3,-15.740889285877362,4.353741458929681,-9.186064695830582,13782.220238095237,4.335175016593254,10.794381032801201,79.17189467176888,"{""type"":""MultiPoint"",""coordinates"":[]}"
2785,0.2038,0.1197,0.05646,0.08814286,0.086415,0.273125,40,40,0.510465,0.18209191655527399,34.2,-16.127158132608187,4.344802060767698,-9.62024327568048,10790.951388888889,4.34961558285492,10.794381032801201,79.18087782461008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2786,0.20056666,0.12005,0.0519,0.0809,0.076375,0.2688,40,40,0.5479424,0.13725561025983254,33.9,-15.992566512462606,4.344802060767698,-9.17911645006092,10307.33630952381,4.353741458929681,10.794381032801201,79.18312361282038,"{""type"":""MultiPoint"",""coordinates"":[]}"
2787,0.212975,0.13066667,0.05188,0.08716667,0.079875,0.30016667,39,40,0.5241266,0.18663022004128443,34.7,-14.79375900843984,4.344802060767698,-9.225309664701065,12436.828373015875,4.353741458929681,10.794381032801201,79.18536940103067,"{""type"":""MultiPoint"",""coordinates"":[]}"
2788,0.1994,0.11405,0.0531,0.083622225,0.0765,0.30945,39,40,0.5523331,0.18736245308031707,35.4,-16.514949310379897,4.344802060767698,-10.212251757234188,13817.050595238095,4.353741458929681,10.794381032801201,79.18761518924097,"{""type"":""MultiPoint"",""coordinates"":[]}"
2789,0.3053,0.18985,0.07555,0.112025,0.11235833,0.33915,40,40,0.4804453,0.11220603875396788,35.4,-16.433130207552775,4.344802060767698,-10.479294299950695,14027.285714285712,4.353741458929681,10.794381032801201,79.18986097745127,"{""type"":""MultiPoint"",""coordinates"":[]}"
2790,0.28911668,0.1814,0.07155,0.1097,0.107083336,0.33286667,39,40,0.48719117,0.12563388450526028,35.5,-16.05336193591833,4.339988538680476,-9.750309735744686,14290.426587301585,4.353741458929681,10.794381032801201,79.19210676566158,"{""type"":""MultiPoint"",""coordinates"":[]}"
2791,0.1687,0.0955,0.0535,0.09178,0.08615,0.31105,38,40,0.5153556,0.21421158045004607,37.0,-16.313185636312454,3.958304285562427,-9.251707578009938,11021.237797619047,3.96552456869326,10.794381032801201,79.19884413029247,"{""type"":""MultiPoint"",""coordinates"":[]}"
2792,0.2333,0.1541,0.0646,0.103575,0.11883333,0.2638,51,40,0.3144833,0.22693786303219765,27.3,-17.301001442690264,3.959335754581117,-10.71736300226363,7221.914583333331,3.9098252416839783,10.796626821011499,79.00121476778617,"{""type"":""MultiPoint"",""coordinates"":[]}"
2793,0.257,0.1874,0.06416,0.0922,0.108,0.25105,51,40,0.32699218,0.22404062577126063,27.3,-17.326063397284234,4.173511570087691,-10.005599121781593,8627.48988095238,4.13390315976998,10.796626821011499,79.00346055599647,"{""type"":""MultiPoint"",""coordinates"":[]}"
2794,0.22375,0.146,0.06928,0.102675,0.11065,0.25595,51,40,0.33275613,0.21668655903030257,27.7,-18.82103632306945,4.34961558285492,-10.229418189587285,8759.881944444443,4.308356822107304,10.796626821011499,79.00570634420677,"{""type"":""MultiPoint"",""coordinates"":[]}"
2795,0.22446667,0.1506,0.0557,0.08298333,0.0814125,0.2681,53,40,0.52856284,0.12586260803736685,26.4,-15.55388094653739,4.34961558285492,-9.260788227322141,12037.77083333333,4.345489706780158,10.796626821011499,79.01244370883767,"{""type"":""MultiPoint"",""coordinates"":[]}"
2796,0.2269,0.14665,0.0577875,0.09955,0.09116667,0.26706,50,40,0.43271202,0.2010397397948576,26.1,-17.61514032109838,4.353741458929681,-10.892264280562234,13640.499999999998,4.333112078555873,10.796626821011499,79.01468949704797,"{""type"":""MultiPoint"",""coordinates"":[]}"
2797,0.2112,0.1321,0.05878125,0.0897,0.08230833,0.2481,50,40,0.47448486,0.17291051467784324,26.3,-15.096175861743893,4.353741458929681,-9.64060403623515,15256.69841269841,4.341363830705396,10.796626821011499,79.01693528525827,"{""type"":""MultiPoint"",""coordinates"":[]}"
2798,0.18613334,0.10885,0.044916667,0.06464444,0.06365714,0.20925,51,40,0.5175122,0.16713355547560022,26.3,-14.13342196342342,4.353741458929681,-9.047652325325814,18302.85615079365,4.345489706780159,10.796626821011499,79.01918107346856,"{""type"":""MultiPoint"",""coordinates"":[]}"
2799,0.22023334,0.1317,0.044911113,0.06392727,0.07195714,0.21145,49,20,0.48849106,0.12439476006985155,24.5,-15.14839538061847,4.353741458929681,-10.6216507404562,20723.856150793647,4.345489706780159,10.796626821011499,79.02591843809945,"{""type"":""MultiPoint"",""coordinates"":[]}"
2800,0.20833333,0.1262,0.04025,0.061683334,0.0713,0.19826,50,40,0.46961808,0.10059101696875364,25.4,-16.742196156955018,4.353741458929681,-12.803740966868444,13863.709325396821,4.34961558285492,10.796626821011499,79.03265580273036,"{""type"":""MultiPoint"",""coordinates"":[]}"
2801,0.2231,0.147,0.052766666,0.08378889,0.08415,0.2528,48,40,0.4510041,0.15578455015315779,27.4,-17.583806939123306,4.353741458929681,-10.174259019749694,11136.594246031747,4.353741458929681,10.796626821011499,79.03714737915095,"{""type"":""MultiPoint"",""coordinates"":[]}"
2802,0.2119,0.1406,0.059633333,0.092933334,0.094,0.26065,48,40,0.38742477,0.18124472246145154,27.9,-17.749120423244904,4.353741458929681,-9.981397955214348,7856.5982142857165,4.3441144147552375,10.796626821011499,79.03939316736125,"{""type"":""MultiPoint"",""coordinates"":[]}"
2803,0.2196,0.13465,0.06025,0.09995,0.10553333,0.255025,49,40,0.36879122,0.16766459457028454,29.4,-18.19800120746046,4.353741458929681,-10.515688411852752,3578.876984126984,4.3441144147552375,10.796626821011499,79.04163895557156,"{""type"":""MultiPoint"",""coordinates"":[]}"
2804,0.1957,0.12515,0.063725,0.09865,0.101375,0.2545,48,40,0.3655577,0.2009383381315067,29.6,-18.79728681753157,4.353741458929681,-10.278556006442802,2780.7956349206347,4.313170344194526,10.796626821011499,79.04613053199215,"{""type"":""MultiPoint"",""coordinates"":[]}"
2805,0.2335,0.1588,0.0683,0.10570833,0.1212375,0.26515,47,40,0.39040163,0.18935360323856468,28.4,-17.415147410789384,4.353741458929681,-10.611275072641929,2715.8253968253966,4.313170344194526,10.796626821011499,79.04837632020245,"{""type"":""MultiPoint"",""coordinates"":[]}"
2806,0.24115,0.16975,0.0739,0.11015,0.12835,0.26785,47,40,0.37835878,0.1939148589835969,26.2,-18.499978962286264,4.345489706780159,-10.418321630440389,2593.757936507937,4.322797388368969,10.796626821011499,79.05062210841274,"{""type"":""MultiPoint"",""coordinates"":[]}"
2807,0.28645,0.1959,0.0657,0.10525,0.11165,0.2781,47,40,0.3552583,0.16648937533358674,26.4,-18.61438194857707,4.345489706780159,-10.533429555477811,2660.824404761905,4.314545636219446,10.796626821011499,79.05286789662304,"{""type"":""MultiPoint"",""coordinates"":[]}"
2808,0.27625,0.19855,0.07005,0.1133,0.11845,0.28635,47,40,0.33602804,0.20147116662368308,25.9,-18.893766558676283,4.345489706780159,-10.989144828344454,2777.94246031746,4.332424432543413,10.796626821011499,79.05511368483334,"{""type"":""MultiPoint"",""coordinates"":[]}"
2809,0.2708,0.1905,0.0661,0.107,0.1174,0.2769,48,40,0.3796735,0.1900612735620974,24.6,-17.58040083257113,4.345489706780159,-10.16448974862577,2948.6835317460313,4.341363830705396,10.796626821011499,79.05735947304365,"{""type"":""MultiPoint"",""coordinates"":[]}"
2810,0.2329,0.1608,0.0552,0.0935,0.095,0.2869,46,40,0.4329615,0.21981589816103891,25.4,-16.992306322191524,4.345489706780159,-9.88444729293084,2092.6349206349205,4.333112078555874,10.796626821011499,79.06185104946424,"{""type"":""MultiPoint"",""coordinates"":[]}"
2811,0.3025,0.2116,0.0693,0.1102,0.1209,0.3067,45,40,0.38283733,0.18879392573697235,25.4,-18.244004572519742,4.345489706780159,-10.476050708965861,2048.3710317460323,4.32486032640635,10.796626821011499,79.06409683767454,"{""type"":""MultiPoint"",""coordinates"":[]}"
2812,0.3004,0.2121,0.0734,0.115,0.1293,0.3037,46,40,0.36208734,0.20506529501365617,25.7,-18.91845582798441,4.345489706780159,-10.816398113011868,1852.0466269841272,4.32486032640635,10.796626821011499,79.06634262588484,"{""type"":""MultiPoint"",""coordinates"":[]}"
2813,0.2158,0.1587,0.0653,0.1065,0.1241,0.2626,46,40,0.32529476,0.24896915723420904,24.8,-18.089818303304767,4.345489706780159,-10.715825115436218,2217.922619047619,4.32486032640635,10.796626821011499,79.06858841409513,"{""type"":""MultiPoint"",""coordinates"":[]}"
2814,0.1747,0.118,0.0727,0.11,0.1228,0.2797,47,40,0.33520535,0.2450982500641891,26.7,-17.42429268813013,4.345489706780159,-10.090682100332298,2490.6845238095234,4.320046804319128,10.796626821011499,79.07083420230543,"{""type"":""MultiPoint"",""coordinates"":[]}"
2815,0.2932,0.2181,0.0751,0.1158,0.1303,0.2836,46,40,0.34924278,0.18067177320119276,27.3,-17.73678494179596,4.341363830705397,-10.10640956507383,3042.502976190475,4.3241726803938905,10.796626821011499,79.07307999051574,"{""type"":""MultiPoint"",""coordinates"":[]}"
2816,0.3234,0.2326,0.0795,0.12,0.1399,0.2894,45,40,0.35231864,0.21222895946543946,26.5,-19.603853324639566,4.341363830705397,-11.35248224021738,3472.9593253968237,4.335862662605714,10.796626821011499,79.07532577872604,"{""type"":""MultiPoint"",""coordinates"":[]}"
2817,0.3253,0.2376,0.0757,0.1162,0.1277,0.2964,47,40,0.3413255,0.2149749553386756,27.2,-18.984152362321744,4.341363830705397,-10.732416169956007,3826.126984126983,4.335862662605714,10.796626821011499,79.07757156693633,"{""type"":""MultiPoint"",""coordinates"":[]}"
2818,0.2954,0.2078,0.075,0.1151,0.1208,0.2836,45,40,0.33208078,0.19673572986833804,26.3,-18.40329298324828,4.341363830705397,-10.988089119356554,4276.451388888888,4.3441144147552375,10.796626821011499,79.07981735514663,"{""type"":""MultiPoint"",""coordinates"":[]}"
2819,0.3098,0.2174,0.0723,0.1136,0.1238,0.3037,46,40,0.33423,0.19876916523781757,27.4,-17.54456516310036,4.34961558285492,-10.455706276245909,4447.2807539682535,4.3303614945060325,10.796626821011499,79.08206314335693,"{""type"":""MultiPoint"",""coordinates"":[]}"
2820,0.2335,0.1469,0.0651,0.1069,0.1271,0.2861,45,40,0.29687214,0.21715323883949988,27.5,-18.676600299115982,4.344802060767698,-10.5680427447314,5652.077380952382,4.325547972418811,10.796626821011499,79.08430893156722,"{""type"":""MultiPoint"",""coordinates"":[]}"
2821,0.1786,0.1038,0.0666,0.1054,0.1178,0.2655,45,40,0.2884513,0.2334663335917931,27.5,-18.071094479386794,4.3441144147552375,-10.055005350373538,7203.358134920636,4.325547972418811,10.796626821011499,79.08655471977752,"{""type"":""MultiPoint"",""coordinates"":[]}"
2822,0.2159,0.1308,0.0428,0.0723,0.0649,0.3286,45,40,0.6637975,0.18885833303944197,27.9,-15.670925217530304,4.3441144147552375,-9.820181128445054,8022.741071428574,4.322109742356509,10.796626821011499,79.09104629619813,"{""type"":""MultiPoint"",""coordinates"":[]}"
2823,0.2777,0.2012,0.0705,0.1116,0.1319,0.2742,44,40,0.3063311,0.19601520572851291,28.8,-17.394294213378792,4.3441144147552375,-9.896423886911803,10281.062500000002,4.337237954630635,10.796626821011499,79.09553787261872,"{""type"":""MultiPoint"",""coordinates"":[]}"
2824,0.3014,0.2156,0.0813,0.1218,0.1389,0.3164,44,40,0.27861196,0.2010098254958175,28.3,-17.668702194781318,4.348927936842459,-10.43249027658597,11050.426587301588,4.337237954630635,10.796626821011499,79.09778366082902,"{""type"":""MultiPoint"",""coordinates"":[]}"
